CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.999905 S1 0.500000 0.737082 0.737082 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0384.JPG 0.999905 0.000000 0.000013 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000052 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000002 0.000005 0.000012 0.000000
S1 1.000000 S1 0.500000 0.739715 0.739715 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0385.JPG 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 0.999998 S1 0.500000 0.739669 0.739669 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0386.JPG 0.999998 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 0.999929 S1 0.500000 0.737914 0.737914 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0387.JPG 0.999929 0.000000 0.000009 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000035 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000002 0.000005 0.000010 0.000000
S1 1.000000 S1 0.500000 0.739715 0.739715 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0388.JPG 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 0.999999 S1 0.500000 0.739682 0.739682 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0389.JPG 0.999999 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 0.999978 S1 0.500000 0.739183 0.739183 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0390.JPG 0.999978 0.000000 0.000006 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000009 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000004 0.000002 0.000000
S1 1.000000 S1 0.500000 0.739715 0.739715 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0391.JPG 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 1.000000 S1 0.500000 0.739709 0.739709 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0392.JPG 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 0.999524 S1 0.500000 0.727343 0.727342 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0393.JPG 0.999524 0.000000 0.000114 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000201 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000144 0.000014 0.000000
S1 1.000000 S1 0.500000 0.739715 0.739715 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0394.JPG 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 1.000000 S1 0.500000 0.739711 0.739711 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0395.JPG 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 1.000000 S1 0.500000 0.739705 0.739705 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0396.JPG 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
