CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.999897 S1 0.500000 0.948110 0.948110 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0384.JPG 0.999897 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000000 0.000000 0.000000
S1 0.999978 S1 0.500000 0.949021 0.949021 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0385.JPG 0.999978 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000020 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000000 0.000000 0.000000
S1 0.999977 S1 0.500000 0.949004 0.949004 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0386.JPG 0.999977 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000022 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 0.999932 S1 0.500000 0.948501 0.948501 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0387.JPG 0.999932 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000067 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000
S1 0.999971 S1 0.500000 0.948943 0.948943 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0388.JPG 0.999971 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000027 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000000 0.000000 0.000000
S1 0.999963 S1 0.500000 0.948839 0.948839 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0389.JPG 0.999963 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000037 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 0.999980 S1 0.500000 0.949044 0.949044 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0390.JPG 0.999980 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000018 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000000 0.000000 0.000000
S1 0.999992 S1 0.500000 0.949171 0.949171 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0391.JPG 0.999992 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000
S1 0.999994 S1 0.500000 0.949182 0.949182 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0392.JPG 0.999994 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 0.999978 S1 0.500000 0.949009 0.949009 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0393.JPG 0.999978 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000021 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000
