CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.993113 S1 0.000000 0.786413 0.213587 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0384.JPG 0.993113 0.000000 0.000000 0.000001 0.000000 0.000006 0.000000 0.000000 0.000000 0.000000 0.001502 0.000000 0.000001 0.000000 0.000000 0.000001 0.002721 0.002257 0.000343 0.000001 0.000053
S1 0.598221 S1 0.000000 0.852290 0.147710 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0385.JPG 0.598221 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.401727 0.000042 0.000009 0.000000 0.000000
S1 0.530360 S1 0.000000 0.860549 0.139451 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0386.JPG 0.530360 0.000001 0.000000 0.001208 0.000000 0.000255 0.000005 0.000001 0.000000 0.000004 0.000000 0.000000 0.000038 0.000000 0.000000 0.000035 0.001014 0.464533 0.002387 0.000157 0.000000
S1 0.995881 S1 0.000000 0.787018 0.212982 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0387.JPG 0.995881 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000002 0.000140 0.003837 0.000137 0.000000 0.000000
S1 0.995713 S1 0.000000 0.787122 0.212878 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0388.JPG 0.995713 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000038 0.004236 0.000011 0.000000 0.000000
S1 0.857580 S6 0.000000 0.811713 0.188287 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0389.JPG 0.141324 0.000000 0.000000 0.000993 0.000000 0.000013 0.000001 0.000000 0.000000 0.000001 0.000000 0.000000 0.000008 0.000000 0.000000 0.000004 0.000009 0.857580 0.000064 0.000003 0.000000
S1 0.996533 S1 0.000000 0.786968 0.213032 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0390.JPG 0.996533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004 0.000000 0.000000 0.000000 0.000000 0.000000 0.003423 0.000019 0.000021 0.000000 0.000000
S1 0.758312 S5 0.000000 0.828350 0.171650 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0391.JPG 0.241688 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.758312 0.000000 0.000000 0.000000 0.000000
S1 0.947677 S1 0.000000 0.794011 0.205989 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0392.JPG 0.947677 0.000000 0.000000 0.000004 0.000000 0.000004 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004 0.043579 0.007584 0.001074 0.000072 0.000000
S1 0.990818 S1 0.000000 0.787243 0.212757 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0393.JPG 0.990818 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000000 0.000000 0.000000 0.000000 0.000002 0.005592 0.000259 0.003318 0.000000 0.000001
